MEM_MATCH_ID,richness,RA_cen,DEC_cen,Z_LAMBDA,P_CEN1,Mr01_BCG,color_BCG,M200m_h07
227,93.83756,188.60036066307475,9.787638325896507,0.22936696,0.911612,-22.537573,1.0650806,9.052114741448989E14
228,97.94115,42.03475857547659,-2.276993284084155,0.23489287,0.99744827,-22.829426,0.97859573,9.48037800779472E14
229,113.22663,177.70470308658378,62.33010963949642,0.34005657,0.9999979,-23.288857,0.97948074,1.1087858187613098E15
232,70.54321,157.9347142931593,35.04139531010802,0.12518561,0.6192819,-22.423857,1.0204697,6.65142703090162E14
233,73.77727,191.96434225038348,-2.830559350637688,0.18210019,0.8120795,-22.294283,1.0769196,6.981352548603029E14
235,85.44733,178.1474322996246,37.261975629234314,0.16796917,0.58173007,-22.274818,1.0166473,8.181209685503595E14
237,94.93592,28.174847327626125,1.0070892973837489,0.22747697,0.99999994,-24.027138,1.0284157,9.1665974224652E14
240,91.67136,196.00366462936557,67.5066435660826,0.22119921,0.9307535,-21.84583,0.98742294,8.826642208956001E14
243,108.61963,120.23674100335975,36.05653695842332,0.29712656,0.9999294,-23.492538,0.96351624,1.0601422008592841E15
244,68.56007,211.94373261424636,14.003305890560632,0.13428175,0.9992749,-22.992905,0.9781704,6.449709003839565E14
245,87.064354,261.194947638601,32.04302165573092,0.21503802,0.95334595,-22.545118,1.0512886,8.348544764614731E14
247,121.11346,341.80120846766516,-2.0938306020866615,0.3450379,0.9623326,-22.325384,0.9763603,1.1924245959907738E15
251,75.68414,222.74462613880266,31.29499444192225,0.1644115,0.9042964,-22.796131,1.0356693,7.176430197748722E14
